strike,type,price_type,date,price
3775,call,ask,10/24/2022,342.4
3775,call,ask,10/21/2022,322.2
3775,call,ask,10/20/2022,276.3
3775,call,ask,10/19/2022,288.1
3775,call,ask,10/18/2022,319.8
3775,call,ask,10/17/2022,282.8
3775,call,ask,10/14/2022,228.3
3775,call,ask,10/13/2022,272.5
3775,call,ask,10/12/2022,226.2
3775,call,ask,10/11/2022,237
3775,call,ask,10/10/2022,244.4
3775,call,ask,10/7/2022,255.6
3775,call,ask,10/6/2022,309.3
3775,call,ask,10/5/2022,333
3775,call,ask,10/4/2022,337.6
3775,call,ask,10/3/2022,272.8
3775,call,ask,9/30/2022,229.9
3775,call,ask,9/29/2022,262.1
3775,call,ask,9/28/2022,301.1
3775,call,ask,9/27/2022,269.9
3775,call,ask,9/26/2022,272.8
3775,call,ask,9/23/2022,292
3775,call,ask,9/22/2022,322.1
3775,call,ask,9/21/2022,342.1
3775,call,ask,9/20/2022,393
3775,call,ask,9/19/2022,418.7
3775,call,ask,9/16/2022,
3775,call,ask,9/15/2022,417.1
3775,call,ask,9/14/2022,459.1
3775,call,ask,9/13/2022,449.6
3775,call,ask,9/12/2022,571.3
3775,call,ask,9/9/2022,532.9
3775,call,ask,9/8/2022,491.5
3775,call,ask,9/7/2022,472.4
3775,call,ask,9/6/2022,428.7
3775,call,ask,9/2/2022,442.7
3775,call,ask,9/1/2022,471.1
3775,call,ask,8/31/2022,468.3
3775,call,ask,8/30/2022,488.6
3775,call,ask,8/29/2022,524.3
3775,call,ask,8/26/2022,564.5
3775,call,ask,8/25/2022,640.2
3775,call,ask,8/24/2022,607.1
3775,call,ask,8/23/2022,595
3775,call,ask,8/22/2022,611.4
3775,call,ask,8/19/2022,671.1
3775,call,ask,8/18/2022,716.5
3775,call,ask,8/17/2022,714
3775,call,ask,8/16/2022,734.1
3775,call,ask,8/15/2022,721.8
3775,call,ask,8/12/2022,713
3775,call,ask,8/11/2022,664.5
3775,call,ask,8/10/2022,659.5
3775,call,ask,8/9/2022,600.1
3775,call,ask,8/8/2022,616.3
3775,call,ask,8/5/2022,609.7
3775,call,ask,8/4/2022,614.4
3775,call,ask,8/3/2022,617
3775,call,ask,8/2/2022,576.7
3775,call,ask,8/1/2022,609.1
3775,call,ask,7/29/2022,596.2
3775,call,ask,7/28/2022,576.8
3775,call,ask,7/27/2022,519.8
3775,call,ask,7/26/2022,465.4
3775,call,ask,7/25/2022,480.2
3775,call,ask,7/22/2022,483.6
3775,call,ask,7/21/2022,505.3
3775,call,ask,7/20/2022,489.9
3775,call,ask,7/19/2022,
3775,call,ask,7/18/2022,405.9
3775,call,ask,7/15/2022,424.6
3775,call,ask,7/14/2022,382.9
3775,call,ask,7/13/2022,
3775,call,ask,7/12/2022,398.8
3775,call,ask,7/11/2022,423.9
3775,call,ask,7/8/2022,451.9
3775,call,ask,7/7/2022,447.9
3775,call,ask,7/6/2022,417.5
3775,call,ask,7/5/2022,424.7
3775,call,ask,7/1/2022,400.1
3775,call,ask,6/30/2022,379.5
3775,call,ask,6/29/2022,403.1
3775,call,ask,6/28/2022,406.6
3775,call,ask,6/27/2022,458.7
3775,call,ask,6/24/2022,466.3
3775,call,ask,6/23/2022,381.9
3775,call,ask,6/22/2022,366.2
3775,call,ask,6/21/2022,377.6
3775,call,ask,6/17/2022,329.8
3775,call,ask,6/16/2022,334
3775,call,ask,6/15/2022,394
3775,call,ask,6/14/2022,375.6
3775,call,ask,6/13/2022,393.9
3775,call,ask,6/10/2022,474
3775,call,ask,6/9/2022,
3775,call,ask,6/8/2022,614.3
3775,call,ask,6/7/2022,640.8
3775,call,ask,6/6/2022,619.7
3775,call,ask,6/3/2022,612.2
3775,call,ask,6/2/2022,666.6
3775,call,ask,6/1/2022,606.1
3775,call,ask,5/31/2022,632.2
3775,call,ask,5/27/2022,660.3
3775,call,ask,5/26/2022,575.3
3775,call,ask,5/25/2022,520.3
3775,call,ask,5/24/2022,509.1
3775,call,ask,5/23/2022,531.9
3775,call,ask,5/20/2022,
3775,call,ask,5/19/2022,476.7
3775,call,ask,5/18/2022,499.6
3775,call,ask,5/17/2022,613
3775,call,ask,5/16/2022,
3775,call,ask,5/13/2022,
3775,call,ask,5/12/2022,498
3775,call,ask,5/11/2022,529.6
3775,call,ask,5/10/2022,559
3775,call,ask,5/9/2022,562.6
3775,call,ask,5/6/2022,644.8
3775,call,ask,5/5/2022,674
3775,call,ask,5/4/2022,764.3
3775,call,ask,5/3/2022,687.7
3775,call,ask,5/2/2022,672.6
3775,call,ask,4/29/2022,
3775,call,ask,4/28/2022,776.1
3775,call,ask,4/27/2022,722.6
3775,call,ask,4/26/2022,676.7
3775,call,ask,4/25/2022,784.1
3775,call,ask,4/22/2022,760.1
3775,call,ask,4/21/2022,855
3775,call,ask,4/20/2022,925.3
3775,call,ask,4/19/2022,888
3775,call,ask,4/18/2022,862.4
3775,call,ask,4/14/2022,944.9
3800,call,ask,11/16/2022,408.2
3800,call,ask,11/15/2022,421.8
3800,call,ask,11/14/2022,404.4
3800,call,ask,11/11/2022,427.3
3800,call,ask,11/10/2022,408.3
3800,call,ask,11/9/2022,287.1
3800,call,ask,11/8/2022,318.5
3800,call,ask,11/7/2022,302.8
3800,call,ask,11/4/2022,280.9
3800,call,ask,11/3/2022,257.6
3800,call,ask,11/2/2022,284.7
3800,call,ask,11/1/2022,340.2
3800,call,ask,10/31/2022,356.6
3800,call,ask,10/28/2022,385.8
3800,call,ask,10/27/2022,305.6
3800,call,ask,10/26/2022,347.2
3800,call,ask,10/25/2022,352.9
3800,call,ask,10/24/2022,328.2
3800,call,ask,10/21/2022,308.3
3800,call,ask,10/20/2022,253.8
3800,call,ask,10/19/2022,273.2
3800,call,ask,10/18/2022,305.6
3800,call,ask,10/17/2022,269.3
3800,call,ask,10/14/2022,216.8
3800,call,ask,10/13/2022,259.8
3800,call,ask,10/12/2022,214.7
3800,call,ask,10/11/2022,224.9
3800,call,ask,10/10/2022,232.2
3800,call,ask,10/7/2022,242.7
3800,call,ask,10/6/2022,295.3
3800,call,ask,10/5/2022,318.5
3800,call,ask,10/4/2022,323
3800,call,ask,10/3/2022,259.5
3800,call,ask,9/30/2022,218
3800,call,ask,9/29/2022,249.2
3800,call,ask,9/28/2022,287.4
3800,call,ask,9/27/2022,257.2
3800,call,ask,9/26/2022,260.1
3800,call,ask,9/23/2022,278.6
3800,call,ask,9/22/2022,308.1
3800,call,ask,9/21/2022,327.7
3800,call,ask,9/20/2022,376.9
3800,call,ask,9/19/2022,402.5
3800,call,ask,9/16/2022,
3800,call,ask,9/15/2022,401.4
3800,call,ask,9/14/2022,442.3
3800,call,ask,9/13/2022,433.4
3800,call,ask,9/12/2022,553.3
3800,call,ask,9/9/2022,515.3
3800,call,ask,9/8/2022,473.4
3800,call,ask,9/7/2022,455.7
3800,call,ask,9/6/2022,412.7
3800,call,ask,9/2/2022,426.5
3800,call,ask,9/1/2022,454.5
3800,call,ask,8/31/2022,451.8
3800,call,ask,8/30/2022,471.8
3800,call,ask,8/29/2022,507.1
3800,call,ask,8/26/2022,547.5
3800,call,ask,8/25/2022,621.5
3800,call,ask,8/24/2022,588.9
3800,call,ask,8/23/2022,577
3800,call,ask,8/22/2022,594.4
3800,call,ask,8/19/2022,652.3
3800,call,ask,8/18/2022,697.2
3800,call,ask,8/17/2022,694.7
3800,call,ask,8/16/2022,714.8
3800,call,ask,8/15/2022,702.6
3800,call,ask,8/12/2022,693.8
3800,call,ask,8/11/2022,645.7
3800,call,ask,8/10/2022,640.8
3800,call,ask,8/9/2022,582.1
3800,call,ask,8/8/2022,598.1
3800,call,ask,8/5/2022,591.6
3800,call,ask,8/4/2022,596.3
3800,call,ask,8/3/2022,598.7
3800,call,ask,8/2/2022,558.9
3800,call,ask,8/1/2022,590.7
3800,call,ask,7/29/2022,578.2
3800,call,ask,7/28/2022,558.9
3800,call,ask,7/27/2022,502.7
3800,call,ask,7/26/2022,449.1
3800,call,ask,7/25/2022,463.4
3800,call,ask,7/22/2022,467.1
3800,call,ask,7/21/2022,488.5
3800,call,ask,7/20/2022,473.5
3800,call,ask,7/19/2022,
3800,call,ask,7/18/2022,390.5
3800,call,ask,7/15/2022,409.1
3800,call,ask,7/14/2022,367.7
3800,call,ask,7/13/2022,
3800,call,ask,7/12/2022,383.7
3800,call,ask,7/11/2022,407.7
3800,call,ask,7/8/2022,436.1
3800,call,ask,7/7/2022,432.1
3800,call,ask,7/6/2022,401.3
3800,call,ask,7/5/2022,403.6
3800,call,ask,7/1/2022,385.2
3800,call,ask,6/30/2022,364.2
3800,call,ask,6/29/2022,388.3
3800,call,ask,6/28/2022,391.7
3800,call,ask,6/27/2022,443
3800,call,ask,6/24/2022,450.5
3800,call,ask,6/23/2022,367.6
3800,call,ask,6/22/2022,352
3800,call,ask,6/21/2022,363.4
3800,call,ask,6/17/2022,316.5
3800,call,ask,6/16/2022,320.5
3800,call,ask,6/15/2022,379.5
3800,call,ask,6/14/2022,361.6
3800,call,ask,6/13/2022,379.9
3800,call,ask,6/10/2022,458.5
3800,call,ask,6/9/2022,
3800,call,ask,6/8/2022,597
3800,call,ask,6/7/2022,623.1
3800,call,ask,6/6/2022,602.1
3800,call,ask,6/3/2022,594.9
3800,call,ask,6/2/2022,648.8
3800,call,ask,6/1/2022,589
3800,call,ask,5/31/2022,614.8
3800,call,ask,5/27/2022,642.4
3800,call,ask,5/26/2022,558.3
3800,call,ask,5/25/2022,504.3
3800,call,ask,5/24/2022,493.2
3800,call,ask,5/23/2022,515.8
3800,call,ask,5/20/2022,462.8
3800,call,ask,5/19/2022,461.2
3800,call,ask,5/18/2022,484.1
3800,call,ask,5/17/2022,596
3800,call,ask,5/16/2022,534.4
3800,call,ask,5/13/2022,
3800,call,ask,5/12/2022,482.6
3800,call,ask,5/11/2022,513.8
3800,call,ask,5/10/2022,542.8
3800,call,ask,5/9/2022,546.6
3800,call,ask,5/6/2022,627.8
3800,call,ask,5/5/2022,656.4
3800,call,ask,5/4/2022,745.9
3800,call,ask,5/3/2022,670.1
3800,call,ask,5/2/2022,655.3
3800,call,ask,4/29/2022,
3800,call,ask,4/28/2022,740.8
3800,call,ask,4/27/2022,
3800,call,ask,4/26/2022,659.7
3800,call,ask,4/25/2022,765.9
3800,call,ask,4/22/2022,742.3
3800,call,ask,4/21/2022,836.2
3800,call,ask,4/20/2022,891.8
3800,call,ask,4/19/2022,869.2
3800,call,ask,4/18/2022,843.5
